CustomerID,recency,frequency,monetary
12346.0,2.3441266856952256,0.45054640025726306,10.068174218873251
12747.0,0.9015877782161078,0.9374112014152136,0.31173771414951873
12748.0,0.9216850813982214,28.557767474697496,4.258248341000496
12749.0,0.8915391266250511,0.1046366404117276,0.2976847200755728
12820.0,0.8915391266250511,0.034159119755520065,0.12318861733127759
12821.0,1.2287263590879252,0.45054640025726306,0.23675948031145513
12822.0,0.2182794700242482,0.3117506400900154,0.12231439892317705
12823.0,0.17808486366002116,0.1046366404117276,0.013956764982131054
12824.0,0.32881463752587253,0.45054640025726306,0.1960695592983363
12826.0,0.9015877782161078,0.3822281607462229,0.05202403077094836
12827.0,0.8714418234429375,0.17295487992276773,0.1916543553198103
12828.0,0.9015877782161078,0.24343240057897525,0.11298004549234235
12829.0,2.45466185319685,0.3117506400900154,0.2099875441074228
12830.0,0.5498849725291213,0.24343240057897525,0.6617766361685185
12831.0,1.7110616354586496,0.45054640025726306,0.2204073185587126
12832.0,0.600128230484405,0.3117506400900154,0.1979530053793969
12833.0,0.5353693993050087,0.45054640025726306,0.1933613536487772
12834.0,1.9120346672797848,0.45054640025726306,0.20739697029259285
12836.0,0.32881463752587253,0.034159119755520065,0.10011403329564522
12837.0,0.816731643854598,0.45054640025726306,0.23122811062839715
12838.0,0.5900795788933483,0.3117506400900154,0.15783787628597715
12839.0,0.9015877782161078,1.3537984819169566,0.49826571244425005
12840.0,0.5152720961228953,0.034159119755520065,0.11534067226609325
12841.0,0.8814904750339942,2.880551843756681,0.28852414094604245
12842.0,0.2182794700242482,0.3117506400900154,0.0995753632348011
12843.0,0.26852272797953197,0.5210239209134706,0.021608181141102523
12844.0,0.6302741852575753,0.3117506400900154,0.20558169720665934
12845.0,1.7613048934139335,0.034159119755520065,0.2018214886715114
12847.0,0.7006147463949726,0.45054640025726306,0.1326526331253933
12849.0,0.6101768820754618,0.3117506400900154,0.10867846317236154
12851.0,0.042985471343227555,0.45054640025726306,0.23108374428577502
12852.0,2.032618486372466,0.45054640025726306,0.20750791850034872
12853.0,0.4248342318033844,0.24343240057897525,0.012456928816135377
12854.0,0.1378902572957941,0.17295487992276773,0.07210431964936724
12855.0,2.816413310474893,0.45054640025726306,0.24406067441702858
12856.0,0.851344520260824,0.24343240057897525,0.042243180785101385
12857.0,1.188531752723698,0.3117506400900154,0.10125830050666432
12863.0,0.3991551986632698,0.45054640025726306,0.17948347060153014
12864.0,0.4650288381676114,0.45054640025726306,0.22948769416456397
12867.0,0.6604201400307456,0.3822281607462229,0.2904583825920998
12868.0,0.9373154629472791,0.24343240057897525,0.03433380689816204
12871.0,0.07759834774945355,0.3117506400900154,0.198272482748718
12872.0,2.354175337286282,0.3117506400900154,0.16895408466787912
12873.0,1.9120346672797848,0.45054640025726306,0.19916006841076503
12875.0,0.5152720961228953,0.3117506400900154,0.20327317245010032
12877.0,0.8915391266250511,1.0762069615824612,0.04386332223661553
12878.0,1.449796694091174,0.3117506400900154,0.13486491365353756
12879.0,0.47954441139172393,0.17295487992276773,0.1725298250985655
12881.0,1.8416941061423875,0.45054640025726306,0.20931918141009825
12882.0,0.8312472170787105,0.3117506400900154,0.053585326031898556
12883.0,0.6805174432128591,0.034159119755520065,0.15511897683326084
12884.0,0.03740374138522652,0.45054640025726306,0.20784209984901098
12885.0,0.2886200311616455,0.17295487992276773,0.09205895634068918
12886.0,0.24842542479741847,0.3117506400900154,0.06489936977220859
12888.0,1.2287263590879252,0.3117506400900154,0.20181747849532744
12890.0,0.6805174432128591,0.45054640025726306,0.19829520708042706
12891.0,0.9373154629472791,0.17295487992276773,0.2049079876077562
12893.0,0.6202255336665186,0.45054640025726306,0.22400444659571334
12895.0,0.49964171457383744,0.3117506400900154,0.19932047545812293
12897.0,1.1282398431773575,0.3117506400900154,0.2202134933764885
12901.0,0.8412958686697672,3.296939124258424,2.1107735967142047
12902.0,1.7311589386407633,0.45054640025726306,0.23061589039764782
12904.0,0.7408093527591997,0.3117506400900154,0.18103674551011242
12906.0,0.811149913896597,0.1046366404117276,0.14114481928439965
12908.0,0.8468775986277682,0.3117506400900154,0.14889919357195855
12909.0,0.5297876693470077,0.1046366404117276,0.042074753385375634
12910.0,0.6905660948039158,0.5210239209134706,0.16189480758553781
12912.0,0.9015877782161078,0.1046366404117276,0.026949735818120393
12913.0,0.8814904750339942,0.1046366404117276,0.08283953102059478
12915.0,0.565515354078179,0.3117506400900154,0.20054357919422686
12916.0,0.4650288381676114,0.034159119755520065,0.1526861063418
12917.0,0.36454232225704386,0.45054640025726306,0.16975210972848465
12919.0,0.8412958686697672,0.24343240057897525,0.07067536020248737
12920.0,0.7508580043502564,0.45054640025726306,0.22720055701431938
12921.0,0.8312472170787105,4.546100965763653,1.9680848444623862
12922.0,0.6961478247619168,0.45054640025726306,0.19496542412235612
12923.0,0.27857137957058875,0.45054640025726306,0.2254975688615364
12924.0,0.03740374138522652,0.034159119755520065,0.12434354807225441
12925.0,0.8814904750339942,0.3117506400900154,0.1563781721550203
12928.0,0.5699822757112347,0.1046366404117276,0.02657274898362989
12929.0,2.203445563420431,0.45054640025726306,0.23340028939470195
12930.0,0.1378902572957941,0.3117506400900154,0.19357255626113176
12931.0,0.7106633979860294,1.4925942420842044,5.3725733746640705
12933.0,0.6805174432128591,0.17295487992276773,0.1679435202695244
12935.0,0.9015877782161078,0.3822281607462229,0.03967265785119115
12936.0,0.7508580043502564,0.034159119755520065,0.10693938343392305
